Passenger_ID,Estimated_Travel_Budget_USD,Budget_Category,Income_Level,Age,Travel_Purpose
P2181,,Luxury,Low,43,Emergency
P2182,5000.0,Luxury,Medium,31,Leisure
P2183,5500.0,Luxury,High,36,Family
P2184,3500.0,Luxury,Medium,33,Business
P2185,3600.0,Luxury,Medium,30,Leisure
P2186,1940.0,Standard,Low,56,Family
P2187,2000.0,Standard,Medium,31,Leisure
P2188,,Luxury,Low,63,Emergency
P2189,2500.0,Standard,Medium,76,Family
P2190,3500.0,Luxury,Medium,47,Business
P2191,5100.0,Luxury,Medium,27,Business
P2192,3500.0,Luxury,Medium,38,Business
P2193,1300.0,Budget,Low,62,Family
P2194,,Luxury,Low,27,Emergency
P2195,2300.0,Standard,Low,79,Business
P2196,6500.0,Luxury,High,26,Business
P2197,2940.0,Standard,Low,79,Business
P2198,,Luxury,Low,54,Emergency
P2199,5000.0,Luxury,High,68,Leisure
P2200,4100.0,Luxury,Medium,48,Business
P2201,,Luxury,Low,34,Emergency
P2202,800.0,Budget,Low,39,Leisure
P2203,2000.0,Standard,Medium,59,Leisure
P2204,5500.0,Luxury,Medium,73,Family
P2205,,Luxury,Medium,28,Emergency
P2206,12500.0,Luxury,High,53,Leisure
P2207,3100.0,Standard,Medium,49,Family
P2208,,Luxury,Medium,58,Emergency
P2209,3500.0,Luxury,Medium,48,Business
P2210,,Luxury,Medium,56,Emergency
P2211,9500.0,Luxury,High,63,Family
P2212,,Luxury,Medium,66,Emergency
P2213,800.0,Budget,Low,64,Leisure
P2214,,Luxury,Medium,63,Emergency
P2215,1300.0,Budget,Low,56,Family
P2216,2540.0,Standard,Low,72,Business
P2217,3600.0,Luxury,Medium,63,Leisure
P2218,2600.0,Standard,Medium,79,Leisure
P2219,2600.0,Standard,Medium,38,Leisure
P2220,,Luxury,Medium,32,Emergency
P2221,,Luxury,Low,21,Emergency
P2222,5500.0,Luxury,High,50,Family
P2223,2000.0,Standard,Medium,23,Leisure
P2224,1300.0,Budget,Low,56,Family
P2225,3500.0,Luxury,Medium,33,Business
P2226,3500.0,Luxury,Medium,45,Business
P2227,6500.0,Luxury,High,26,Business
P2228,5500.0,Luxury,High,20,Family
P2229,4100.0,Luxury,Medium,30,Business
P2230,2000.0,Standard,Medium,57,Leisure
P2231,,Luxury,Low,52,Emergency
P2232,2000.0,Standard,Medium,57,Leisure
P2233,2300.0,Standard,Low,40,Business
P2234,2000.0,Standard,Medium,46,Leisure
P2235,2300.0,Standard,Low,55,Business
P2236,,Luxury,Medium,58,Emergency
P2237,,Luxury,Medium,18,Emergency
P2238,,Luxury,High,59,Emergency
P2239,3100.0,Standard,Medium,75,Family
P2240,2600.0,Standard,Medium,75,Leisure
P2241,5000.0,Luxury,Medium,45,Leisure
P2242,2500.0,Standard,Medium,45,Family
P2243,2000.0,Standard,Medium,25,Leisure
P2244,2000.0,Standard,Medium,26,Leisure
P2245,,Luxury,Medium,65,Emergency
P2246,,Luxury,Medium,54,Emergency
P2247,8000.0,Luxury,High,36,Business
P2248,,Luxury,Low,33,Emergency
P2249,6500.0,Luxury,Medium,53,Business
P2250,5500.0,Luxury,High,58,Family
P2251,3500.0,Luxury,Medium,28,Business
P2252,3500.0,Luxury,Medium,72,Business
P2253,2000.0,Standard,Medium,44,Leisure
P2254,2500.0,Standard,Medium,61,Family
P2255,2000.0,Standard,Medium,77,Leisure
P2256,9500.0,Luxury,High,60,Family
P2257,2300.0,Standard,Low,65,Business
P2258,,Luxury,High,33,Emergency
P2259,4100.0,Luxury,Medium,53,Business
P2260,,Luxury,Low,65,Emergency
P2261,3100.0,Standard,Medium,46,Family
P2262,3500.0,Luxury,Medium,78,Business
P2263,800.0,Budget,Low,75,Leisure
P2264,2300.0,Standard,Low,60,Business
P2265,5100.0,Luxury,Medium,65,Business
P2266,2600.0,Standard,Medium,53,Leisure
P2267,,Luxury,High,74,Emergency
P2268,2500.0,Standard,Medium,49,Family
P2269,5100.0,Luxury,Medium,45,Business
P2270,10500.0,Luxury,High,50,Business
P2271,5000.0,Luxury,Medium,34,Leisure
P2272,2000.0,Standard,Medium,36,Leisure
P2273,,Luxury,Medium,40,Emergency
P2274,2600.0,Standard,Medium,50,Leisure
P2275,2300.0,Standard,Low,21,Business
P2276,,Luxury,High,25,Emergency
P2277,3100.0,Standard,Medium,32,Family
P2278,,Luxury,Low,64,Emergency
P2279,2300.0,Standard,Low,19,Business
P2280,,Luxury,High,33,Emergency
P2281,,Luxury,Low,47,Emergency
P2282,9500.0,Luxury,High,32,Family
P2283,2300.0,Standard,Low,68,Business
P2284,,Luxury,Medium,52,Emergency
P2285,,Luxury,Medium,64,Emergency
P2286,1300.0,Budget,Low,19,Family
P2287,2000.0,Standard,Medium,53,Leisure
P2288,3500.0,Luxury,Medium,21,Business
P2289,5500.0,Luxury,High,37,Family
P2290,8000.0,Luxury,High,74,Business
P2291,2300.0,Standard,Low,69,Business
P2292,2000.0,Standard,Medium,35,Leisure
P2293,2500.0,Standard,Low,75,Family
P2294,,Luxury,Low,28,Emergency
P2295,8000.0,Luxury,High,64,Business
P2296,3500.0,Luxury,Medium,75,Business
P2297,3500.0,Luxury,Medium,44,Business
P2298,,Luxury,Medium,42,Emergency
P2299,2500.0,Standard,Medium,62,Family
P2300,3500.0,Luxury,Medium,63,Business
P2301,10500.0,Luxury,High,66,Business
P2302,7000.0,Luxury,High,27,Family
P2303,2940.0,Standard,Low,74,Business
P2304,,Luxury,Medium,78,Emergency
P2305,6500.0,Luxury,High,54,Business
P2306,,Luxury,Medium,70,Emergency
P2307,,Luxury,Low,76,Emergency
P2308,3500.0,Luxury,Medium,54,Business
P2309,2300.0,Standard,Low,73,Business
P2310,2300.0,Standard,Low,36,Business
P2311,800.0,Budget,Low,36,Leisure
P2312,3500.0,Luxury,Medium,71,Business
P2313,2500.0,Standard,Medium,53,Family
P2314,800.0,Budget,Low,53,Leisure
P2315,,Luxury,Low,43,Emergency
P2316,1440.0,Budget,Low,64,Leisure
P2317,3500.0,Luxury,Medium,72,Business
P2318,2500.0,Standard,Medium,67,Family
P2319,2300.0,Standard,Low,50,Business
P2320,800.0,Budget,Low,23,Leisure
P2321,4100.0,Luxury,Medium,76,Family
P2322,,Luxury,Low,37,Emergency
P2323,,Luxury,High,70,Emergency
P2324,5000.0,Luxury,High,68,Leisure
P2325,800.0,Budget,Low,62,Leisure
P2326,,Luxury,Low,76,Emergency
P2327,,Luxury,Medium,54,Emergency
P2328,3500.0,Luxury,Medium,77,Business
P2329,2540.0,Standard,Low,59,Business
P2330,6500.0,Luxury,High,24,Business
P2331,1040.0,Budget,Low,36,Leisure
P2332,1440.0,Budget,Low,49,Leisure
P2333,3500.0,Luxury,Medium,26,Business
P2334,3100.0,Standard,Medium,79,Family
P2335,2540.0,Standard,Low,51,Business
P2336,2940.0,Standard,Low,44,Business
P2337,6500.0,Luxury,High,32,Business
P2338,10500.0,Luxury,High,53,Business
P2339,,Luxury,Low,18,Emergency
P2340,1940.0,Standard,Low,47,Family
P2341,800.0,Budget,Low,66,Leisure
P2342,9000.0,Luxury,High,60,Leisure
P2343,5500.0,Luxury,High,49,Family
P2344,2500.0,Standard,Medium,40,Family
P2345,10500.0,Luxury,High,62,Business
P2346,,Luxury,Low,24,Emergency
P2347,2540.0,Standard,Low,75,Business
P2348,2300.0,Standard,Low,23,Business
P2349,6500.0,Luxury,High,50,Business
P2350,2500.0,Standard,Medium,37,Family
P2351,2000.0,Standard,Low,28,Leisure
P2352,,Luxury,High,21,Emergency
P2353,,Luxury,Low,74,Emergency
P2354,2500.0,Standard,Medium,74,Family
P2355,,Luxury,Low,59,Emergency
P2356,2500.0,Standard,Medium,54,Family
P2357,800.0,Budget,Low,50,Leisure
P2358,,Luxury,Medium,18,Emergency
P2359,3500.0,Luxury,Medium,27,Business
P2360,2000.0,Standard,Medium,57,Leisure
P2361,1540.0,Standard,Low,57,Family
P2362,,Luxury,Medium,45,Emergency
P2363,2000.0,Standard,Medium,29,Leisure
P2364,1440.0,Budget,Low,24,Leisure
P2365,1040.0,Budget,Low,70,Leisure
P2366,2000.0,Standard,Medium,20,Leisure
P2367,,Luxury,High,73,Emergency
P2368,,Luxury,Low,33,Emergency
P2369,,Luxury,Low,22,Emergency
P2370,5100.0,Luxury,Medium,77,Business
P2371,2500.0,Standard,Medium,19,Family
P2372,7000.0,Luxury,High,57,Family
P2373,6500.0,Luxury,High,27,Business
P2374,9000.0,Luxury,High,23,Leisure
P2375,,Luxury,Low,58,Emergency
P2376,2300.0,Standard,Low,32,Business
P2377,2300.0,Standard,Low,20,Business
P2378,13000.0,Luxury,High,43,Family
P2379,1040.0,Budget,Low,32,Leisure
P2380,2000.0,Standard,Medium,22,Leisure
P2381,2000.0,Standard,Medium,76,Leisure
P2382,,Luxury,Medium,45,Emergency
P2383,1940.0,Standard,Low,71,Family
P2384,5000.0,Luxury,High,61,Leisure
P2385,5500.0,Luxury,High,29,Family
P2386,2300.0,Standard,Low,27,Business
P2387,5100.0,Luxury,Medium,43,Business
P2388,2000.0,Standard,Medium,59,Leisure
P2389,3600.0,Luxury,Medium,37,Leisure
P2390,6500.0,Luxury,High,77,Business
P2391,,Luxury,Medium,42,Emergency
P2392,1300.0,Budget,Low,23,Family
P2393,,Luxury,Medium,41,Emergency
P2394,5500.0,Luxury,High,22,Family
P2395,3500.0,Luxury,Medium,48,Business
P2396,4100.0,Luxury,Medium,36,Family
P2397,,Luxury,Medium,63,Emergency
P2398,1040.0,Budget,Low,67,Leisure
P2399,,Luxury,High,25,Emergency
P2400,,Luxury,Medium,49,Emergency
P2401,1300.0,Budget,Low,21,Family
P2402,3500.0,Luxury,Medium,69,Business
P2403,,Luxury,High,25,Emergency
P2404,2600.0,Standard,Medium,62,Leisure
P2405,6500.0,Luxury,High,76,Business
P2406,3100.0,Standard,Medium,62,Family
P2407,,Luxury,High,45,Emergency
P2408,6500.0,Luxury,Medium,63,Business
P2409,,Luxury,Low,60,Emergency
P2410,1940.0,Standard,Low,58,Family
P2411,3100.0,Standard,Medium,78,Family
P2412,,Luxury,High,68,Emergency
P2413,2300.0,Standard,Low,30,Business
P2414,3600.0,Luxury,Medium,23,Leisure
P2415,2940.0,Standard,Low,50,Business
P2416,800.0,Budget,Low,37,Leisure
P2417,2000.0,Standard,Medium,69,Leisure
P2418,3500.0,Luxury,Medium,54,Business
P2419,5500.0,Luxury,High,27,Family
P2420,,Luxury,Low,56,Emergency
P2421,2500.0,Standard,Medium,65,Family
P2422,2600.0,Standard,Medium,72,Leisure
P2423,3500.0,Luxury,Medium,50,Business
P2424,800.0,Budget,Low,49,Leisure
P2425,800.0,Budget,Low,58,Leisure
P2426,6500.0,Luxury,High,52,Leisure
P2427,2000.0,Standard,Medium,31,Leisure
P2428,2000.0,Standard,Medium,37,Leisure
P2429,2500.0,Standard,Medium,79,Family
P2430,1300.0,Budget,Low,21,Family
P2431,4100.0,Luxury,Medium,40,Family
P2432,12500.0,Luxury,High,25,Leisure
P2433,2500.0,Standard,Medium,18,Family
P2434,1300.0,Budget,Low,77,Family
P2435,3500.0,Luxury,Medium,62,Business
P2436,3600.0,Luxury,Medium,55,Leisure
P2437,,Luxury,Medium,64,Emergency
P2438,,Luxury,High,56,Emergency
P2439,1540.0,Standard,Low,22,Family
P2440,3600.0,Luxury,Medium,21,Leisure
P2441,2940.0,Standard,Low,26,Business
P2442,,Luxury,Medium,44,Emergency
P2443,5500.0,Luxury,High,54,Family
P2444,,Luxury,High,44,Emergency
P2445,800.0,Budget,Low,53,Leisure
P2446,3100.0,Standard,Medium,76,Family
P2447,3500.0,Luxury,Medium,64,Business
P2448,3100.0,Standard,Medium,45,Family
P2449,,Luxury,Low,39,Emergency
P2450,1300.0,Budget,Low,21,Family
P2451,1440.0,Budget,Low,62,Leisure
P2452,1040.0,Budget,Low,21,Leisure
P2453,6500.0,Luxury,High,19,Business
P2454,2000.0,Standard,Low,22,Leisure
P2455,5500.0,Luxury,High,36,Family
P2456,4100.0,Luxury,Medium,28,Business
P2457,800.0,Budget,Low,19,Leisure
P2458,3500.0,Luxury,Medium,78,Business
P2459,6500.0,Luxury,High,47,Business
P2460,2540.0,Standard,Low,29,Business
P2461,2000.0,Standard,Medium,28,Leisure
P2462,,Luxury,High,44,Emergency
P2463,2300.0,Standard,Low,77,Business
P2464,7000.0,Luxury,High,40,Family
P2465,2300.0,Standard,Low,40,Business
P2466,3100.0,Standard,Medium,58,Family
P2467,2600.0,Standard,Medium,58,Leisure
P2468,6500.0,Luxury,High,25,Leisure
P2469,2000.0,Standard,Medium,71,Leisure
P2470,,Luxury,Medium,75,Emergency
P2471,1540.0,Standard,Low,36,Family
P2472,1300.0,Budget,Low,34,Family
P2473,,Luxury,Low,58,Emergency
P2474,1540.0,Standard,Low,27,Family
P2475,3500.0,Luxury,Medium,48,Business
P2476,4100.0,Luxury,Medium,76,Family
P2477,2500.0,Standard,Medium,65,Family
P2478,,Luxury,Medium,58,Emergency
P2479,,Luxury,Low,72,Emergency
P2480,,Luxury,Medium,32,Emergency
P2481,2500.0,Standard,Medium,79,Family
P2482,,Luxury,Low,73,Emergency
P2483,6500.0,Luxury,Medium,33,Business
P2484,5500.0,Luxury,High,34,Family
P2485,4100.0,Luxury,Medium,37,Family
P2486,5100.0,Luxury,Medium,31,Business
P2487,3500.0,Luxury,Medium,31,Business
P2488,5100.0,Luxury,Medium,21,Business
P2489,6500.0,Luxury,High,20,Leisure
P2490,1300.0,Budget,Low,45,Family
P2491,,Luxury,Low,74,Emergency
P2492,2500.0,Standard,Medium,44,Family
P2493,800.0,Budget,Low,72,Leisure
P2494,6500.0,Luxury,High,60,Leisure
P2495,2500.0,Standard,Medium,51,Family
P2496,3500.0,Luxury,Medium,48,Business
P2497,3100.0,Standard,Medium,65,Family
P2498,2540.0,Standard,Low,47,Business
P2499,2000.0,Standard,Medium,49,Leisure
P2500,2500.0,Standard,Medium,78,Family
P2501,2500.0,Standard,Medium,25,Family
P2502,5500.0,Luxury,High,70,Family
P2503,2300.0,Standard,Low,48,Business
P2504,8000.0,Luxury,High,47,Business
P2505,1300.0,Budget,Low,23,Family
P2506,2600.0,Standard,Medium,45,Leisure
P2507,2000.0,Standard,Medium,70,Leisure
P2508,2600.0,Standard,Medium,65,Leisure
P2509,3600.0,Luxury,Medium,28,Leisure
P2510,2000.0,Standard,Medium,45,Leisure
P2511,3100.0,Standard,Medium,78,Family
P2512,3100.0,Standard,Medium,46,Family
P2513,5100.0,Luxury,Medium,33,Business
P2514,,Luxury,Low,51,Emergency
P2515,6500.0,Luxury,High,78,Business
P2516,2500.0,Standard,Medium,21,Family
P2517,,Luxury,Medium,55,Emergency
P2518,7000.0,Luxury,High,26,Family
P2519,5000.0,Luxury,High,26,Leisure
P2520,2540.0,Standard,Low,62,Business
P2521,,Luxury,Medium,49,Emergency
P2522,2000.0,Standard,Medium,36,Leisure
P2523,1300.0,Budget,Low,65,Family
P2524,2000.0,Standard,Medium,51,Leisure
P2525,,Luxury,High,66,Emergency
P2526,2500.0,Standard,Medium,35,Family
P2527,2300.0,Standard,Low,64,Business
P2528,3500.0,Luxury,Medium,52,Business
P2529,1940.0,Standard,Low,22,Family
P2530,,Luxury,High,64,Emergency
P2531,,Luxury,Low,59,Emergency
P2532,,Luxury,Medium,23,Emergency
P2533,1300.0,Budget,Low,31,Family
P2534,3500.0,Luxury,Low,53,Business
P2535,,Luxury,Medium,41,Emergency
P2536,7000.0,Luxury,High,57,Family
P2537,6500.0,Luxury,High,42,Business
P2538,5500.0,Luxury,High,54,Family
P2539,800.0,Budget,Low,68,Leisure
P2540,6500.0,Luxury,High,46,Business
P2541,5000.0,Luxury,High,79,Leisure
P2542,,Luxury,High,51,Emergency
P2543,1040.0,Budget,Low,79,Leisure
P2544,2000.0,Standard,Medium,70,Leisure
P2545,800.0,Budget,Low,26,Leisure
P2546,,Luxury,Medium,65,Emergency
P2547,2500.0,Standard,Medium,79,Family
P2548,,Luxury,High,77,Emergency
P2549,2300.0,Standard,Low,50,Business
P2550,3500.0,Luxury,Medium,60,Business
P2551,2600.0,Standard,Medium,60,Leisure
P2552,1300.0,Budget,Low,52,Family
P2553,2940.0,Standard,Low,57,Business
P2554,2600.0,Standard,Medium,57,Leisure
P2555,5500.0,Luxury,High,25,Family
P2556,2500.0,Standard,Medium,23,Family
P2557,2000.0,Standard,Medium,49,Leisure
P2558,14000.0,Luxury,High,19,Business
P2559,6500.0,Luxury,High,58,Business
P2560,3100.0,Standard,Medium,72,Family
P2561,,Luxury,High,36,Emergency
P2562,,Luxury,Medium,60,Emergency
P2563,2000.0,Standard,Medium,69,Leisure
P2564,,Luxury,Medium,30,Emergency
P2565,,Luxury,Medium,19,Emergency
P2566,2000.0,Standard,Medium,47,Leisure
P2567,2940.0,Standard,Low,39,Business
P2568,2000.0,Standard,Medium,78,Leisure
P2569,,Luxury,Low,32,Emergency
P2570,,Luxury,Medium,19,Emergency
P2571,1300.0,Budget,Low,69,Family
P2572,6500.0,Luxury,High,68,Business
P2573,,Luxury,Medium,20,Emergency
P2574,1540.0,Standard,Low,64,Family
P2575,5500.0,Luxury,High,60,Family
P2576,,Luxury,Medium,25,Emergency
P2577,4100.0,Luxury,Medium,41,Business
P2578,800.0,Budget,Low,61,Leisure
P2579,3500.0,Luxury,Medium,67,Business
P2580,13000.0,Luxury,High,19,Family
P2581,3500.0,Luxury,Medium,45,Business
P2582,,Luxury,Low,22,Emergency
P2583,,Luxury,High,38,Emergency
P2584,,Luxury,Medium,28,Emergency
P2585,9500.0,Luxury,High,60,Family
P2586,3100.0,Standard,Medium,24,Family
P2587,6500.0,Luxury,High,34,Leisure
P2588,1540.0,Standard,Low,29,Family
P2589,,Luxury,Medium,46,Emergency
P2590,3500.0,Luxury,Medium,21,Business
P2591,,Luxury,Medium,73,Emergency
P2592,3500.0,Luxury,Medium,68,Business
P2593,2500.0,Standard,Medium,43,Family
P2594,5500.0,Luxury,High,40,Family
P2595,1300.0,Budget,Low,25,Family
P2596,5000.0,Luxury,Medium,45,Leisure
P2597,1300.0,Budget,Low,39,Family
P2598,2300.0,Standard,Low,38,Business
P2599,4100.0,Luxury,Medium,66,Business
P2600,5500.0,Luxury,High,37,Family
P2601,3600.0,Luxury,Medium,18,Leisure
P2602,9000.0,Luxury,High,56,Leisure
P2603,5000.0,Luxury,High,51,Leisure
P2604,1440.0,Budget,Low,37,Leisure
P2605,,Luxury,High,49,Emergency
P2606,,Luxury,Medium,76,Emergency
P2607,,Luxury,Medium,25,Emergency
P2608,,Luxury,Low,31,Emergency
P2609,,Luxury,Low,55,Emergency
P2610,,Luxury,Medium,65,Emergency
P2611,10500.0,Luxury,High,56,Business
P2612,3600.0,Luxury,Medium,67,Leisure
P2613,3100.0,Standard,Medium,28,Family
P2614,2500.0,Standard,Medium,67,Family
P2615,3600.0,Luxury,Medium,29,Leisure
P2616,2940.0,Standard,Low,60,Business
P2617,,Luxury,Medium,63,Emergency
P2618,1440.0,Budget,Low,39,Leisure
P2619,3500.0,Luxury,Medium,58,Business
P2620,,Luxury,Low,76,Emergency
P2621,6500.0,Luxury,High,40,Business
P2622,6500.0,Luxury,High,65,Business
P2623,,Luxury,Medium,36,Emergency
P2624,6500.0,Luxury,High,29,Business
P2625,1940.0,Standard,Low,28,Family
P2626,1440.0,Budget,Low,22,Leisure
P2627,5100.0,Luxury,Medium,24,Business
P2628,14000.0,Luxury,High,56,Business
P2629,,Luxury,Low,55,Emergency
P2630,2600.0,Standard,Medium,44,Leisure
P2631,5000.0,Luxury,High,67,Leisure
P2632,8000.0,Luxury,High,70,Business
P2633,2940.0,Standard,Low,38,Business
P2634,,Luxury,Medium,75,Emergency
P2635,,Luxury,Medium,56,Emergency
P2636,800.0,Budget,Low,48,Leisure
P2637,5100.0,Luxury,Medium,42,Business
P2638,2500.0,Standard,Medium,56,Family
P2639,2000.0,Standard,Medium,51,Leisure
P2640,,Luxury,Medium,77,Emergency
P2641,2300.0,Standard,Low,24,Business
P2642,1540.0,Standard,Low,36,Family
P2643,5100.0,Luxury,Medium,25,Business
P2644,3500.0,Luxury,Medium,78,Business
P2645,,Luxury,High,19,Emergency
P2646,6500.0,Luxury,Medium,56,Business
P2647,4100.0,Luxury,Medium,34,Family
P2648,3600.0,Luxury,Medium,71,Leisure
P2649,3600.0,Luxury,Medium,31,Leisure
P2650,,Luxury,Low,38,Emergency
P2651,2300.0,Standard,Low,36,Business
P2652,,Luxury,Medium,38,Emergency
P2653,5000.0,Luxury,High,72,Leisure
P2654,1440.0,Budget,Low,50,Leisure
P2655,,Luxury,Low,34,Emergency
P2656,,Luxury,Medium,58,Emergency
P2657,3600.0,Luxury,Medium,19,Leisure
P2658,5000.0,Luxury,High,78,Leisure
P2659,,Luxury,Medium,67,Emergency
P2660,6500.0,Luxury,High,75,Business
P2661,2500.0,Standard,Medium,21,Family
P2662,1440.0,Budget,Low,78,Leisure
P2663,1540.0,Standard,Low,28,Family
P2664,,Luxury,Medium,18,Emergency
P2665,,Luxury,Medium,58,Emergency
P2666,,Luxury,High,57,Emergency
P2667,3500.0,Luxury,Medium,58,Business
P2668,6500.0,Luxury,High,78,Business
P2669,1040.0,Budget,Low,77,Leisure
P2670,3500.0,Luxury,Medium,18,Business
P2671,,Luxury,Medium,63,Emergency
P2672,4100.0,Luxury,Medium,61,Family
P2673,1440.0,Budget,Low,42,Leisure
P2674,,Luxury,Medium,27,Emergency
P2675,5000.0,Luxury,High,61,Leisure
P2676,2500.0,Standard,Medium,27,Family
P2677,4100.0,Luxury,Medium,38,Family
P2678,5500.0,Luxury,High,32,Family
P2679,,Luxury,Medium,33,Emergency
P2680,3600.0,Luxury,Medium,35,Leisure
P2681,2600.0,Standard,Medium,42,Leisure
P2682,3600.0,Luxury,Medium,42,Leisure
P2683,2500.0,Standard,Medium,59,Family
P2684,3500.0,Luxury,Medium,30,Business
P2685,,Luxury,High,63,Emergency
P2686,,Luxury,Medium,64,Emergency
P2687,3500.0,Luxury,Medium,47,Business
P2688,800.0,Budget,Low,52,Leisure
P2689,800.0,Budget,Low,66,Leisure
P2690,5100.0,Luxury,Medium,46,Business
P2691,,Luxury,Medium,64,Emergency
P2692,3600.0,Luxury,Medium,64,Leisure
P2693,6500.0,Luxury,High,43,Business
P2694,2500.0,Standard,Medium,68,Family
P2695,7000.0,Luxury,High,22,Family
P2696,2000.0,Standard,Medium,66,Leisure
P2697,800.0,Budget,Low,22,Leisure
P2698,2600.0,Standard,Medium,32,Leisure
P2699,5100.0,Luxury,Medium,27,Business
P2700,4100.0,Luxury,Medium,55,Family
P2701,2940.0,Standard,Low,18,Business
P2702,,Luxury,Low,60,Emergency
P2703,4100.0,Luxury,Medium,28,Family
P2704,2500.0,Standard,Medium,73,Family
P2705,2500.0,Standard,Low,59,Family
P2706,2500.0,Standard,Medium,46,Family
P2707,5100.0,Luxury,Medium,73,Business
P2708,3100.0,Standard,Medium,38,Family
P2709,,Luxury,Low,24,Emergency
P2710,5000.0,Luxury,High,51,Leisure
P2711,,Luxury,Medium,33,Emergency
P2712,2300.0,Standard,Low,50,Business
P2713,1300.0,Budget,Low,53,Family
P2714,2940.0,Standard,Low,73,Business
P2715,1540.0,Standard,Low,52,Family
P2716,2500.0,Standard,Medium,63,Family
P2717,,Luxury,Medium,65,Emergency
P2718,,Luxury,Medium,67,Emergency
P2719,1940.0,Standard,Low,22,Family
P2720,5000.0,Luxury,Medium,27,Leisure
P2721,,Luxury,Medium,23,Emergency
P2722,3500.0,Luxury,Medium,50,Business
P2723,2000.0,Standard,Medium,59,Leisure
P2724,,Luxury,Medium,34,Emergency
P2725,3500.0,Luxury,Medium,36,Business
P2726,,Luxury,Low,44,Emergency
P2727,3500.0,Luxury,Medium,34,Business
P2728,5000.0,Luxury,High,27,Leisure
P2729,,Luxury,Medium,77,Emergency
P2730,6500.0,Luxury,High,51,Business
P2731,,Luxury,High,36,Emergency
P2732,8000.0,Luxury,High,28,Business
P2733,14000.0,Luxury,High,71,Business
P2734,,Luxury,Medium,42,Emergency
P2735,3100.0,Standard,Medium,20,Family
P2736,,Luxury,Medium,53,Emergency
P2737,5000.0,Luxury,High,52,Leisure
P2738,1440.0,Budget,Low,40,Leisure
P2739,3500.0,Luxury,Medium,46,Business
P2740,,Luxury,Low,71,Emergency
P2741,5000.0,Luxury,High,47,Leisure
P2742,1040.0,Budget,Low,29,Leisure
P2743,,Luxury,Low,44,Emergency
P2744,2000.0,Standard,Medium,72,Leisure
P2745,3500.0,Luxury,Medium,70,Business
P2746,2500.0,Standard,Medium,57,Family
P2747,5000.0,Luxury,High,73,Leisure
P2748,3500.0,Luxury,Medium,20,Business
